ID number,Source Plate&Well,384-Barcode,384-Well,384-Barcode&Well,Chemical name,Formula,MolWt,CAS number
01503263,120816C02,SL-000-1230,F04,SL-000-1230F04,CYCLOTHIAZIDE,C14H16ClN3O4S2,389.88232,2259-96-3
01503265,120816C03,SL-000-1230,F06,SL-000-1230F06,NICLOSAMIDE,C13H8Cl2N2O4,327.12571,50-65-7
01503269,120816C04,SL-000-1230,F08,SL-000-1230F08,PERGOLIDE MESYLATE,C20H30N2O3S2,410.6017,"66104-23-2, 66104-22-1 [pergolide]"
01503270,120816C05,SL-000-1230,F10,SL-000-1230F10,PRILOCAINE HYDROCHLORIDE,C13H21ClN2O,256.77812,"1786-81-8, 721-50-6 [prilocaine]"
01503273,120816C06,SL-000-1230,F12,SL-000-1230F12,HYDROCORTISONE BUTYRATE,C25H36O6,432.56207,13609-67-1
01503276,120816C07,SL-000-1230,F14,SL-000-1230F14,ROXITHROMYCIN,C41H76N2O15,837.06727,80214-83-1
01503278,120816C08,SL-000-1230,F16,SL-000-1230F16,MITOXANTHRONE HYDROCHLORIDE,C22H30Cl2N4O6,517.4136,"70476-82-3, 65271-80-9 [mitoxantrone]"
01503279,120816C09,SL-000-1230,F18,SL-000-1230F18,OXETHAZAINE,C28H41N3O3,467.65727,126-27-2
01503298,120816C10,SL-000-1230,F20,SL-000-1230F20,DIPYRONE,C13H16N3NaO4S,333.34397,"5907-38-0, 68-89-3 [anhydrous]"
01503301,120816C11,SL-000-1230,F22,SL-000-1230F22,SULFANILATE ZINC,C12H12N2O6S2Zn,409.73724,31884-76-1
01503304,120816D02,SL-000-1230,H04,SL-000-1230H04,URETHANE,C3H7NO2,89.09474,51-79-6
01503322,120816D03,SL-000-1230,H06,SL-000-1230H06,THIRAM,C6H12N2S4,240.43194,137-26-8
01503324,120816D04,SL-000-1230,H08,SL-000-1230H08,THIOTEPA,C6H12N3PS,189.22044,52-24-4
01503330,120816D05,SL-000-1230,H10,SL-000-1230H10,TETROQUINONE,C6H4O6,172.09518,319-89-1
01503393,120816D06,SL-000-1230,H12,SL-000-1230H12,PIPOBROMAN,C10H16Br2N2O2,356.05922,54-91-1
01503412,120816D07,SL-000-1230,H14,SL-000-1230H14,ETANIDAZOLE,C7H10N4O4,214.18215,22668-01-5
01503419,120816D08,SL-000-1230,H16,SL-000-1230H16,NAFRONYL OXALATE,C26H35NO7,473.57135,"3200-06-4, 31329-57-4 [nafronyl]"
01503420,120816D09,SL-000-1230,H18,SL-000-1230H18,QUIPAZINE MALEATE,C17H19N3O4,329.35868,"5786-68-5, 4774-24-7 [quipazine]"
01503421,120816D10,SL-000-1230,H20,SL-000-1230H20,RITANSERIN,C27H25F2N3OS,477.5806,87051-43-2
01503429,120816D11,SL-000-1230,H22,SL-000-1230H22,CLOFIBRATE,C12H15ClO3,242.70455,637-07-0
01503500,120816E02,SL-000-1230,J04,SL-000-1230J04,RESORCINOL MONOACETATE,C8H8O3,152.15116,102-29-4
01503600,120816E03,SL-000-1230,J06,SL-000-1230J06,NIMODIPINE,C21H26N2O7,418.45057,66085-59-4
01503607,120816E04,SL-000-1230,J08,SL-000-1230J08,THALIDOMIDE,C13H10N2O4,258.23565,50-35-1
01503610,120816E05,SL-000-1230,J10,SL-000-1230J10,BENZALKONIUM CHLORIDE,C22H40ClN,354.0238,8001-54-5
01503611,120816E06,SL-000-1230,J12,SL-000-1230J12,PENTOXIFYLLINE,C13H18N4O3,278.31341,6493-05-6
01503614,120816E07,SL-000-1230,J14,SL-000-1230J14,CIPROFLOXACIN,C17H18FN3O3,331.34971,85721-33-1
01503632,120816E08,SL-000-1230,J16,SL-000-1230J16,PRACTOLOL,C14H22N2O3,266.34304,6673-35-4
01503650,120816E09,SL-000-1230,J18,SL-000-1230J18,NABUMETONE,C15H16O2,228.29357,42924-53-8
01503678,120816E10,SL-000-1230,J20,SL-000-1230J20,CELECOXIB,C17H14F3N3O2S,381.37923,169590-42-5
01503679,120816E11,SL-000-1230,J22,SL-000-1230J22,AZITHROMYCIN,C38H72N2O12,749.00374,"83905-01-5, 117772-70-0 [dihydrate]"
01503708,120816F02,SL-000-1230,L04,SL-000-1230L04,TERFENADINE,C32H41NO2,471.68907,50679-08-8
01503710,120816F03,SL-000-1230,L06,SL-000-1230L06,CLOPIDOGREL SULFATE,C16H18ClNO6S2,419.90596,113665-84-2
01503712,120816F04,SL-000-1230,L08,SL-000-1230L08,LORATADINE,C22H23ClN2O2,382.89381,79794-75-5
01503720,120816F05,SL-000-1230,L10,SL-000-1230L10,SELAMECTIN,C43H63NO11,769.98166,165108-07-6
01503721,120816F06,SL-000-1230,L12,SL-000-1230L12,ENROFLOXACIN,C19H22FN3O3,359.40389,93106-60-6
01503722,120816F07,SL-000-1230,L14,SL-000-1230L14,ATORVASTATIN CALCIUM,C33H33CaFNO5,582.71306,"134523-03-8, 134523-00-5 [atorvastatin]"
01503801,120816F08,SL-000-1230,L16,SL-000-1230L16,NAPROXOL,C14H16O2,216.28242,26159-36-4
01503807,120816F09,SL-000-1230,L18,SL-000-1230L18,ISOSORBIDE MONONITRATE,C6H9NO6,191.14173,16051-77-7
01503816,120816F10,SL-000-1230,L20,SL-000-1230L20,AMCINONIDE,C28H35FO7,502.58535,51022-69-6
01503818,120816F11,SL-000-1230,L22,SL-000-1230L22,BUPIVACAINE HYDROCHLORIDE,C18H29ClN2O,324.89763,"14252-80-3, 2180-92-9 [bupivacaine], 18010-40-7 [anhydrous]"
01503903,120816G02,SL-000-1230,N04,SL-000-1230N04,ALBENDAZOLE,C12H15N3O2S,265.33625,54965-21-8
01503914,120816G03,SL-000-1230,N06,SL-000-1230N06,BUTACAINE,C18H30N2O2,306.452,"149-15-5, 149-16-6 [butacaine]"
01503918,120816G04,SL-000-1230,N08,SL-000-1230N08,CLOBETASOL PROPIONATE,C25H32ClFO5,466.98219,"25122-46-7, 25122-41-2 [clobetasol]"
01503919,120816G05,SL-000-1230,N10,SL-000-1230N10,CLOPAMIDE,C14H20ClN3O3S,345.8508,636-54-4
01503923,120816G06,SL-000-1230,N12,SL-000-1230N12,IOPANIC ACID,C11H12I3NO2,570.93699,96-83-3
01503925,120816G07,SL-000-1230,N14,SL-000-1230N14,KETOROLAC TROMETHAMINE,C19H24N2O6,376.41293,"74103-07-4, 74103-06-3 [ketorolac]"
01503929,120816G08,SL-000-1230,N16,SL-000-1230N16,MEXILETINE HYDROCHLORIDE,C11H18ClNO,215.72521,"5370-01-4, 31828-71-4 [mexiletine]"
01503931,120816G09,SL-000-1230,N18,SL-000-1230N18,MORANTEL CITRATE,C18H24N2O7S,412.46518,"26155-31-7, 20574-50-9 [morantel]"
01503932,120816G10,SL-000-1230,N20,SL-000-1230N20,OXYPHENCYCLIMINE HYDROCHLORIDE,C20H29ClN2O3,380.91873,"125-52-0, 125-53-1 [oxyphencyclimine]"
01503934,120816G11,SL-000-1230,N22,SL-000-1230N22,PERPHENAZINE,C21H26ClN3OS,403.97787,58-39-9
01503935,120816H02,SL-000-1230,P04,SL-000-1230P04,PROPAFENONE HYDROCHLORIDE,C21H28ClNO3,377.91521,"34183-22-7, 54063-53-5 [propafenone]"
01503926,120816H03,SL-000-1230,P06,SL-000-1230P06,LANSOPRAZOLE,C16H14F3N3O2S,369.36808,103577-45-3
01503938,120816H04,SL-000-1230,P08,SL-000-1230P08,RIBAVIRIN,C8H12N4O5,244.20864,36791-04-5
01503978,120816H05,SL-000-1230,P10,SL-000-1230P10,HYDROXYCHLOROQUINE SULFATE,C18H28ClN3O5S,433.95796,"747-36-4, 118-42-3 [hydroxychloroquine]"
01503985,120816H06,SL-000-1230,P12,SL-000-1230P12,BROMPHENIRAMINE MALEATE,C20H23BrN2O4,435.32131,"980-71-2, 86-22-6 [brompheniramine]"
01504085,120816H07,SL-000-1230,P14,SL-000-1230P14,PAROXETINE HYDROCHLORIDE,C19H21ClFNO3,365.83552,61869-08-7
01504088,120816H08,SL-000-1230,P16,SL-000-1230P16,ETHYLNOREPINEPHRINE HYDROCHLORIDE,C10H16ClNO3,233.69692,"3198-07-0, 536-24-3 [ethylnorepinephrine]"
01504094,120816H09,SL-000-1230,P18,SL-000-1230P18,TENIPOSIDE,C32H32O13S,656.66804,29767-20-2
01504099,120816H10,SL-000-1230,P20,SL-000-1230P20,SILDENAFIL,C22H30N6O4S,474.5862,139755-83-2
01504136,120816H11,SL-000-1230,P22,SL-000-1230P22,ALAPROCLATE,C13H18ClNO2,255.74691,60719-82-6
01504142,120817A02,SL-000-1233,A03,SL-000-1233A03,ACETRIAZOIC ACID,C9H6I3NO3,556.86627,"85-36-9, 129-63-5 [acetrizoate sodium]"
01504144,120817A03,SL-000-1233,A05,SL-000-1233A05,DIRITHROMYCIN,C42H78N2O14,835.09496,62013-04-1
01504148,120817A04,SL-000-1233,A07,SL-000-1233A07,MEPIVACAINE HYDROCHLORIDE,C15H23ClN2O,282.81636,"1722-62-9, 96-88-8 [mepivacaine]"
01504152,120817A05,SL-000-1233,A09,SL-000-1233A09,NILUTAMIDE,C12H10F3N3O4,317.2264,63612-50-0
01504171,120817A06,SL-000-1233,A11,SL-000-1233A11,VENLAFAXINE,C17H27NO2,277.41024,"99300-78-4, 93413-69-5 [venlafaxine]"
01504172,120817A07,SL-000-1233,A13,SL-000-1233A13,CITALOPRAM,C20H21FN2O,324.40157,59729-33-8
01504173,120817A08,SL-000-1233,A15,SL-000-1233A15,FLUOXETINE,C17H19ClF3NO,345.79528,54910-89-3
01504174,120817A09,SL-000-1233,A17,SL-000-1233A17,BUPROPION,C13H19Cl2NO,276.20848,"31677-93-7, 34911-55-2 [bupropion]"
01504175,120817A10,SL-000-1233,A19,SL-000-1233A19,CEFUROXIME AXETIL,C20H22N4O10S,510.48314,"64544-07-6, 55268-75-2 [cefuroxime]"
01504179,120817A11,SL-000-1233,A21,SL-000-1233A21,FEXOFENADINE HYDROCHLORIDE,C32H40ClNO4,538.1329,138452-21-8
01504183,120817B02,SL-000-1233,C03,SL-000-1233C03,TRIFLURIDINE,C10H11F3N2O5,296.20477,70-00-8
01504184,120817B03,SL-000-1233,C05,SL-000-1233C05,AMINOLEVULINIC ACID HYDROCHLORIDE,C5H10ClNO3,167.59335,5451-09-2
01504188,120817B04,SL-000-1233,C07,SL-000-1233C07,PIRENPERONE,C23H24FN3O2,393.46503,75444-65-4
01504190,120817B05,SL-000-1233,C09,SL-000-1233C09,AVOBENZONE,C20H22O3,310.39654,70356-09-1
01504210,120817B06,SL-000-1233,C11,SL-000-1233C11,ATOVAQUONE,C22H19ClO3,366.84793,95233-18-4
01504211,120817B07,SL-000-1233,C13,SL-000-1233C13,CHLOROGUANIDE HYDROCHLORIDE,C11H17Cl2N5,290.19764,637-32-1
01504214,120817B08,SL-000-1233,C15,SL-000-1233C15,TRIMETOZINE,C14H19NO5,281.31123,635-41-6
01504216,120817B09,SL-000-1233,C17,SL-000-1233C17,ZOXAZOLAMINE,C7H5ClN2O,168.5837,61-80-3
01504218,120817B10,SL-000-1233,C19,SL-000-1233C19,ACRISORCIN,C25H28N2O2,388.51411,7527-91-5
01504226,120817B11,SL-000-1233,C21,SL-000-1233C21,CYSTEAMINE HYDROCHLORIDE,C2H8ClNS,113.60976,60-23-1
01504229,120817C02,SL-000-1233,E03,SL-000-1233E03,METAXALONE,C12H15NO3,221.25825,1665-48-1
01505222,120817C03,SL-000-1233,E05,SL-000-1233E05,DERACOXIB,C17H14F3N3O3S,397.37863,169590-41-4
01504235,120817C04,SL-000-1233,E07,SL-000-1233E07,ROFECOXIB,C17H14O4S,314.36273,162011-90-7
01504236,120817C05,SL-000-1233,E09,SL-000-1233E09,SIMVASTATIN,C25H38O5,418.57861,79902-63-9
01504237,120817C06,SL-000-1233,E11,SL-000-1233E11,HYDROQUINONE,C6H6O2,110.11352,123-31-9
01504243,120817C07,SL-000-1233,E13,SL-000-1233E13,OXCARBAZEPINE,C15H12N2O2,252.27509,28721-07-5
01504257,120817C08,SL-000-1233,E15,SL-000-1233E15,CARVEDILOL,C24H26N2O4,406.48582,72956-09-3
01504258,120817C09,SL-000-1233,E17,SL-000-1233E17,NATEGLINIDE,C19H27NO3,317.43194,105816-04-4
01504259,120817C10,SL-000-1233,E19,SL-000-1233E19,IRBESARTAN,C25H28N6O,428.54151,138402-11-6
01505035,120817C11,SL-000-1233,E21,SL-000-1233E21,ENOXAPARIN SODIUM (1% wt/vol in 10%aq DMSO),C57H82N4Na4O53S3,1859.43529,679809-58-6
01504261,120817D02,SL-000-1233,G03,SL-000-1233G03,CANDESARTAN CILEXTIL,C33H34N6O6,610.67553,139481-59-7
01504263,120817D03,SL-000-1233,G05,SL-000-1233G05,ROSIGLITAZONE,C18H19N3O3S,357.43443,122320-73-4
01504268,120817D04,SL-000-1233,G07,SL-000-1233G07,LOSARTAN,C22H23ClN6O,422.92121,"124750-99-8, 114798-26-4 [losartan]"
01504269,120817D05,SL-000-1233,G09,SL-000-1233G09,LITHIUM CITRATE,C6H5Li3O7,209.91955,"6080-58-6, 919-16-4 [anhydrous]"
01504272,120817D06,SL-000-1233,G11,SL-000-1233G11,GATIFLOXACIN,C19H22FN3O4,375.40329,160738-57-8
01504273,120817D07,SL-000-1233,G13,SL-000-1233G13,MIGLITOL,C8H17NO5,207.22839,72432-03-2
01504402,120817D08,SL-000-1233,G15,SL-000-1233G15,TOLTERODINE TARTRATE,C26H37NO7,475.58729,124937-51-5
01504303,120817D09,SL-000-1233,G17,SL-000-1233G17,MOXIFLOXACIN HYDROCHLORIDE,C23H29ClFN3O4,465.95668,186826-86-8
01504401,120817D10,SL-000-1233,G19,SL-000-1233G19,PIOGLITAZONE HYDROCHLORIDE,C19H21ClN2O3S,392.90782,111025-46-8 (pioglitazone)
01504302,120817D11,SL-000-1233,G21,SL-000-1233G21,VALDECOXIB,C16H14N2O3S,314.36558,181695-72-7
01505003,120817E02,SL-000-1233,I03,SL-000-1233I03,PIZOTYLINE MALATE,C23H27NO5S,429.53934,5189-11-7
01504403,120817E03,SL-000-1233,I05,SL-000-1233I05,DONEPEZIL HYDROCHLORIDE,C24H30ClNO3,415.9646,142057-77-0
01505020,120817E04,SL-000-1233,I07,SL-000-1233I07,HOMOSALATE,C16H22O3,262.35194,118-56-9
01505024,120817E05,SL-000-1233,I09,SL-000-1233I09,OLANZAPINE,C17H20N4S,312.43975,132539-06-1
01504260,120817E06,SL-000-1233,I11,SL-000-1233I11,LEVOFLOXACIN,C18H20FN3O4,361.3762,138199-71-0
01505111,120817E07,SL-000-1233,I13,SL-000-1233I13,THIOSTREPTON,C72H85N19O18S5,1664.91675,1393-48-2
01505112,120817E08,SL-000-1233,I15,SL-000-1233I15,TILMICOSIN,C46H80N2O13,869.1561,108050-54-0
01505113,120817E09,SL-000-1233,I17,SL-000-1233I17,FLUNIXIN MEGLUMINE,C21H28F3N3O7,491.46841,42461-84-7
01505114,120817E10,SL-000-1233,I19,SL-000-1233I19,CLIOQUINOL,C9H5ClINO,305.5037,130-26-7
01505125,120817E11,SL-000-1233,I21,SL-000-1233I21,ALCLOMETAZONE DIPROPIONATE,C28H37ClO7,521.05589,66734-13-2
01505116,120817F02,SL-000-1233,K03,SL-000-1233K03,ESTROPIPATE,C22H32N2O5S,436.57474,7280-37-7
01505124,120817F03,SL-000-1233,K05,SL-000-1233K05,CLAVULANATE LITHIUM,C8H10LiNO5,207.1116,58001-44-8(acid)
01505115,120817F04,SL-000-1233,K07,SL-000-1233K07,CLORSULON,C8H8Cl3N3O4S2,380.65766,60200-06-8
01505166,120817F05,SL-000-1233,K09,SL-000-1233K09,ALENDRONATE SODIUM,C4H19NNaO10P2,326.13413,121268-17-5
01505178,120817F06,SL-000-1233,K11,SL-000-1233K11,ROPINIROLE,C16H24N2O,260.38248,91374-21-9
01505187,120817F07,SL-000-1233,K13,SL-000-1233K13,QUETIAPINE,C21H25N3O2S,383.5163,111974-69-7
01505189,120817F08,SL-000-1233,K15,SL-000-1233K15,RIZATRIPTAN BENZOATE,C22H25N5O2,391.47685,144034-80-0
01505200,120817F09,SL-000-1233,K17,SL-000-1233K17,BENAZEPRIL HYDROCHLORIDE,C24H29ClN2O5,460.96213,86541-74-4
01505201,120817F10,SL-000-1233,K19,SL-000-1233K19,FAMCICLOVIR,C14H19N5O4,321.33863,104227-87-4
01505202,120817F11,SL-000-1233,K21,SL-000-1233K21,AMLODIPINE BESYLATE,C26H31ClN2O8S,567.06257,111470-99-6
01505203,120817G02,SL-000-1233,M03,SL-000-1233M03,EZETIMIBE,C24H21F2NO3,409.43667,163222-33-1
01505205,120817G03,SL-000-1233,M05,SL-000-1233M05,OLMESARTAN MEDOXOMIL,C29H30N6O6,558.59905,144689-63-4
01505207,120817G04,SL-000-1233,M07,SL-000-1233M07,CEFTIBUTEN,C15H14N4O6S2,410.43003,97519-39-6
01505208,120817G05,SL-000-1233,M09,SL-000-1233M09,CEFDINIR,C14H13N5O5S2,395.41821,91832-40-5
01505209,120817G06,SL-000-1233,M11,SL-000-1233M11,VALSARTAN,C24H29N5O3,435.53043,137862-53-4
01505210,120817G07,SL-000-1233,M13,SL-000-1233M13,SIBUTRAMINE HYDROCHLORIDE,C17H27Cl2N,316.31744,84485-00-7; 106650-56-0 (base); 125494-59-9 (hydrate)
01505212,120817G08,SL-000-1233,M15,SL-000-1233M15,PERINDOPRIL ERBUMINE,C23H43N3O5,441.61626,107133-36-8; 82834-16-0 (perindopril)
01505213,120817G09,SL-000-1233,M17,SL-000-1233M17,ROSUVASTATIN CALCIUM,C22H27CaFN3O6S,520.61939,"287714-14-4, 147098-20-2(Ca salt)"
01505214,120817G10,SL-000-1233,M19,SL-000-1233M19,RAMIPRIL,C23H32N2O5,416.52189,87333-19-5
01504231,120817G11,SL-000-1233,M21,SL-000-1233M21,CLARITHROMYCIN,C38H69NO13,747.97253,81103-11-9
01505230,120817H02,SL-000-1233,O03,SL-000-1233O03,CILOSTAZOL,C20H27N5O2,369.47049,73963-72-1
01505244,120817H03,SL-000-1233,O05,SL-000-1233O05,CITICOLINE,C14H26N4O11P2,488.33112,987-78-0
01505248,120817H04,SL-000-1233,O07,SL-000-1233O07,CANRENONE,C22H28O3,340.46666,976-71-6
01505261,120817H05,SL-000-1233,O09,SL-000-1233O09,TELMISARTAN,C33H30N4O2,514.63265,144701-48-4
01505262,120817H06,SL-000-1233,O11,SL-000-1233O11,SERTRALINE HYDROCHLORIDE,C17H18Cl3N,342.69871,79559-97-0; 79617-96-2(base)
01505267,120817H07,SL-000-1233,O13,SL-000-1233O13,OXAPROZIN,C18H15NO3,293.32515,21256-18-8
01505270,120817H08,SL-000-1233,O15,SL-000-1233O15,PROPRANOLOL HYDROCHLORIDE (+/-),C16H22ClNO2,295.81224,"318-98-9, 525-66-6 [propranolol]"
01505271,120817H09,SL-000-1233,O17,SL-000-1233O17,CROTAMITON,C13H17NO,203.28654,483-63-6
01505281,120817H10,SL-000-1233,O19,SL-000-1233O19,ZOLMITRIPTAN,C16H21N3O2,287.36467,139264-17-8
01505265,120817H11,SL-000-1233,O21,SL-000-1233O21,TELITHROMYCIN,C43H65N5O10,812.025,191114-48-4
01505296,120818A02,SL-000-1233,A04,SL-000-1233A04,OXFENDAZOLE,C15H13N3O3S,315.35316,53716-50-0
01505299,120818A03,SL-000-1233,A06,SL-000-1233A06,AMITRAZ,C19H23N3,293.41526,33089-61-1
01505305,120818A04,SL-000-1233,A08,SL-000-1233A08,PEFLOXACINE MESYLATE,C18H24FN3O6S,429.47088,149676-40-4
01505306,120818A05,SL-000-1233,A10,SL-000-1233A10,ASPARTAME,C14H18N2O5,294.30996,22839-47-0
01505308,120818A06,SL-000-1233,A12,SL-000-1233A12,CHLOROPHYLLIDE Cu COMPLEX Na SALT,C34H28CuN4Na2O5,682.15166,15611-43-5
01505309,120818A07,SL-000-1233,A14,SL-000-1233A14,BIFONAZOLE,C22H18N2,310.40216,60628-96-8
01505314,120818A08,SL-000-1233,A16,SL-000-1233A16,SARAFLOXACIN HYDROCHLORIDE,C20H18ClF2N3O3,421.83456,91296-87-6
01505319,120818A09,SL-000-1233,A18,SL-000-1233A18,CLOPIDOL,C7H7Cl2NO,192.04594,2971-90-6
01505321,120818A10,SL-000-1233,A20,SL-000-1233A20,RIFAXIMIN,C43H51N3O11,785.89942,80621-81-4
01505327,120818A11,SL-000-1233,A22,SL-000-1233A22,CHLORMADINONE ACETATE,C23H29ClO4,404.93818,302-22-7
01505332,120818B02,SL-000-1233,C04,SL-000-1233C04,AZAPERONE,C19H22FN3O,327.40509,1649-18-9
01505340,120818B03,SL-000-1233,C06,SL-000-1233C06,AZELASTINE HYDROCHLORIDE,C22H25Cl2N3O,418.37005,58581-89-8
01505348,120818B04,SL-000-1233,C08,SL-000-1233C08,RILUZOLE,C8H5F3N2OS,234.20105,1744-22-5
01505354,120818B05,SL-000-1233,C10,SL-000-1233C10,FIPRONIL,C12H4Cl2F6N4OS,437.15228,120068-37-3
01505356,120818B06,SL-000-1233,C12,SL-000-1233C12,DECOQUINATE,C24H35NO5,417.55025,18507-89-6
01505360,120818B07,SL-000-1233,C14,SL-000-1233C14,CEFDITORIN PIVOXIL,C25H28N6O7S3,620.72991,117467-28-4
01505361,120818B08,SL-000-1233,C16,SL-000-1233C16,MODAFINIL,C15H15NO2S,273.3563,68693-11-8
01505364,120818B09,SL-000-1233,C18,SL-000-1233C18,CEFPROZIL,C18H19N3O5S,389.43323,121123-17-9
01505366,120818B10,SL-000-1233,C20,SL-000-1233C20,RANOLAZINE,C24H33N3O4,427.54831,95635-55-5
01505368,120818B11,SL-000-1233,C22,SL-000-1233C22,VALACYCLOVIR HYDROCHLORIDE,C13H21ClN6O4,360.80312,124832-27-5
01505371,120818C02,SL-000-1233,E04,SL-000-1233E04,CETIRIZINE HYDROCHLORIDE,C21H27Cl3N2O3,461.81994,83881-52-1
01505372,120818C03,SL-000-1233,E06,SL-000-1233E06,SUMATRIPTAN,C14H21N3O2S,295.40637,103628-46-2
01505374,120818C04,SL-000-1233,E08,SL-000-1233E08,VARDENAFIL HYDROCHLORIDE,C23H33ClN6O4S,525.07426,224789-15-5
01505376,120818C05,SL-000-1233,E10,SL-000-1233E10,ACEDAPSONE,C16H16N2O4S,332.38092,77-46-3
01505384,120818C06,SL-000-1233,E12,SL-000-1233E12,METHYLDOPATE HYDROCHLORIDE,C12H18ClNO4,275.73456,2508-79-4
01505385,120818C07,SL-000-1233,E14,SL-000-1233E14,ATOMOXETINE HYDROCHLORIDE,C16H20ClNO,277.7969,82248-59-7
01505387,120818C08,SL-000-1233,E16,SL-000-1233E16,DULOXETINE HYDROCHLORIDE,C18H20ClNOS,333.8832,136434-34-9
01505389,120818C09,SL-000-1233,E18,SL-000-1233E18,TRAMADOL HYDROCHLORIDE,C16H26ClNO2,299.84412,36282-47-0
01505390,120818C10,SL-000-1233,E20,SL-000-1233E20,NISOLDIPINE,C20H24N2O6,388.42408,63675-72-9
01505392,120818C11,SL-000-1233,E22,SL-000-1233E22,TERBINAFINE HYDROCHLORIDE,C21H26ClN,327.90107,"78628-80-5, 91161-71-6(base)"
01505393,120818D02,SL-000-1233,G04,SL-000-1233G04,DESLORATIDINE,C19H19ClN2,310.82968,100643-71-8
01505396,120818D03,SL-000-1233,G06,SL-000-1233G06,FLUORESCEIN,C20H12O5,332.31564,2321-07-5
01505398,120818D04,SL-000-1233,G08,SL-000-1233G08,PHENYLETHYL ALCOHOL,C8H10O,122.1683,60-12-8
01505399,120818D05,SL-000-1233,G10,SL-000-1233G10,OXYBUTYNIN CHLORIDE,C22H32ClNO3,393.95824,1508-65-2
01505410,120818D06,SL-000-1233,G12,SL-000-1233G12,BENURESTAT,C9H9ClN2O3,228.63668,38274-54-3
01505411,120818D07,SL-000-1233,G14,SL-000-1233G14,BENZOXYQUINE,C16H11NO2,249.27157,86-75-9
01505412,120818D08,SL-000-1233,G16,SL-000-1233G16,BISMUTH SUBSALICYLATE,C7H5BiO4,362.0955,14882-18-9
01505413,120818D09,SL-000-1233,G18,SL-000-1233G18,BENZOYLPAS,C14H11NO4,257.24807,13898-58-3
01505414,120818D10,SL-000-1233,G20,SL-000-1233G20,BROMINDIONE,C15H9BrO2,301.14178,1146-98-1
01505417,120818D11,SL-000-1233,G22,SL-000-1233G22,CAPOBENIC ACID,C16H23NO6,325.36481,21434-91-3
01505425,120818E02,SL-000-1233,I04,SL-000-1233I04,ACETOHEXAMIDE,C15H20N2O4S,324.40165,968-81-0
01505426,120818E03,SL-000-1233,I06,SL-000-1233I06,ETHOXZOLAMIDE,C9H10N2O3S2,258.31965,452-35-7
01505432,120818E04,SL-000-1233,I08,SL-000-1233I08,FOMEPIZOLE HYDROCHLORIDE,C4H7ClN2,118.56679,56010-888
01505436,120818E05,SL-000-1233,I10,SL-000-1233I10,D-LACTITOL MONOHYDRATE,C12H26O12,362.33382,"81025-04-9, 585-86-4"
01505437,120818E06,SL-000-1233,I12,SL-000-1233I12,LEVOCARNITINE,C7H15NO3,161.2025,541-15-1
01505438,120818E07,SL-000-1233,I14,SL-000-1233I14,HYDROCORTISONE VALERATE,C26H38O6,446.58916,57524-89-7
01505440,120818E08,SL-000-1233,I16,SL-000-1233I16,LOBENDAZOLE,C10H11N3O2,205.21807,6306-71-4
01505444,120818E09,SL-000-1233,I18,SL-000-1233I18,METHYLENE BLUE,C16H20ClN3OS,337.8743,7220-79-3
01505467,120818E10,SL-000-1233,I20,SL-000-1233I20,ZINC UNDECYLENATE,C22H38O4Zn,431.91576,557-08-4
01505445,120818E11,SL-000-1233,I22,SL-000-1233I22,METHYLATROPINE NITRATE,C18H26N2O6,366.41772,52-88-0
01505450,120818F02,SL-000-1233,K04,SL-000-1233K04,PREDNISOLONE HEMISUCCINATE,C25H32O8,460.52899,2920-86-7
01505461,120818F03,SL-000-1233,K06,SL-000-1233K06,SULFISOXAZOLE ACETYL,C13H15N3O4S,309.3462,80-74-0
01505463,120818F04,SL-000-1233,K08,SL-000-1233K08,TAURINE,C2H7NO3S,125.14699,107-35-7
01505465,120818F05,SL-000-1233,K10,SL-000-1233K10,TRICLOSAN,C12H7Cl3O2,289.54739,3380-34-5
01505468,120818F06,SL-000-1233,K12,SL-000-1233K12,UNDECYLENIC ACID,C11H20O2,184.28085,112-38-9
01505474,120818F07,SL-000-1233,K14,SL-000-1233K14,CEFONICID SODIUM,C18H17N6NaO8S3,564.55339,71420-79-6
01505480,120818F08,SL-000-1233,K16,SL-000-1233K16,IFOSFAMIDE,C7H15Cl2N2O2P,261.0896,3778-73-2
01505483,120818F09,SL-000-1233,K18,SL-000-1233K18,DOXORUBICIN,C27H29NO11,543.53228,23214-92-8
01505498,120818F10,SL-000-1233,K20,SL-000-1233K20,ACEPROMAZINE MALEATE,C23H26N2O5S,442.53807,3598-37-6
01505514,120818F11,SL-000-1233,K22,SL-000-1233K22,BIPERIDEN,C21H29NO,311.47138,514-65-8
01505530,120818G02,SL-000-1233,M04,SL-000-1233M04,DEXCHLORPHENIRAMINE MALEATE,C20H23ClN2O4,390.87031,2438-32-6
01505532,120818G03,SL-000-1233,M06,SL-000-1233M06,DILOXANIDE FUROATE,C14H11Cl2NO4,328.15407,3736-81-0
01505537,120818G04,SL-000-1233,M08,SL-000-1233M08,ETIDRONATE DISODIUM,C2H6Na2O7P2,249.99312,7414-83-7
01505551,120818G05,SL-000-1233,M10,SL-000-1233M10,LEVOBUNOLOL HYDROCHLORIDE,C17H26ClNO3,327.85467,17912-14-7
01505560,120818G06,SL-000-1233,M12,SL-000-1233M12,NATAMYCIN,C33H47NO13,665.74144,7681-93-8
01505562,120818G07,SL-000-1233,M14,SL-000-1233M14,NORGESTIMATE,C23H31NO3,369.50842,35189-28-7
